full_date,year,month,quarter,warehouse_name,city,region,product_name,category,units_sold,revenue,co2_kg,energy_kwh,waste_kg
2025-10-21,2025,10,4,Seattle Hub,Seattle,West,Organic Cotton T-Shirt,Apparel,25,2335.0,55.4384,76.644,19.08
2025-10-21,2025,10,4,Seattle Hub,Seattle,West,Recycled Plastic Bottle,Beverage,199,3858.61,1.4412,76.644,4.98
2025-10-21,2025,10,4,Seattle Hub,Seattle,West,Solar Phone Charger,Electronics,77,7758.52,86.4365,76.644,8.85
2025-10-22,2025,10,4,Atlanta South,Atlanta,South,Bamboo Cutting Board,Kitchen,159,10843.8,16.9841,147.768,15.89
2025-10-22,2025,10,4,Atlanta South,Atlanta,South,Compostable Packaging,Packaging,130,7208.5,8.6846,147.768,12.56
2025-10-22,2025,10,4,Atlanta South,Atlanta,South,Organic Cotton T-Shirt,Apparel,176,12165.12,26.6052,147.768,9.98
2025-10-22,2025,10,4,Atlanta South,Atlanta,South,Recycled Plastic Bottle,Beverage,81,2536.92,2.9051,147.768,9.43
2025-10-22,2025,10,4,Atlanta South,Atlanta,South,Solar Phone Charger,Electronics,135,19643.85,124.1009,147.768,16.99
2025-10-22,2025,10,4,Chicago Center,Chicago,Midwest,Bamboo Cutting Board,Kitchen,182,22588.02,11.4195,123.728,8.69
2025-10-22,2025,10,4,Chicago Center,Chicago,Midwest,Compostable Packaging,Packaging,54,3953.88,5.8176,123.728,7.05
2025-10-22,2025,10,4,Chicago Center,Chicago,Midwest,Organic Cotton T-Shirt,Apparel,157,14150.41,7.5606,123.728,3.43
2025-10-22,2025,10,4,Chicago Center,Chicago,Midwest,Recycled Plastic Bottle,Beverage,15,2249.1,2.7747,123.728,8.62
2025-10-22,2025,10,4,Chicago Center,Chicago,Midwest,Solar Phone Charger,Electronics,157,1700.31,8.8599,123.728,0.93
2025-10-22,2025,10,4,Portland DC,Portland,West,Bamboo Cutting Board,Kitchen,198,10244.52,27.083,98.154,19.57
2025-10-22,2025,10,4,Portland DC,Portland,West,Compostable Packaging,Packaging,68,9824.64,1.3855,98.154,2.0
2025-10-22,2025,10,4,Portland DC,Portland,West,Organic Cotton T-Shirt,Apparel,122,2032.52,24.4835,98.154,9.67
2025-10-22,2025,10,4,Portland DC,Portland,West,Recycled Plastic Bottle,Beverage,20,2679.4,2.6457,98.154,9.31
2025-10-22,2025,10,4,Portland DC,Portland,West,Solar Phone Charger,Electronics,74,647.5,17.8823,98.154,2.2
2025-10-22,2025,10,4,Seattle Hub,Seattle,West,Bamboo Cutting Board,Kitchen,186,9130.74,18.7788,62.028,14.21
2025-10-22,2025,10,4,Seattle Hub,Seattle,West,Compostable Packaging,Packaging,138,11495.4,6.0977,62.028,7.77
2025-10-22,2025,10,4,Seattle Hub,Seattle,West,Organic Cotton T-Shirt,Apparel,155,21478.35,33.3164,62.028,15.58
2025-10-22,2025,10,4,Seattle Hub,Seattle,West,Recycled Plastic Bottle,Beverage,122,2809.66,4.3229,62.028,13.16
2025-10-22,2025,10,4,Seattle Hub,Seattle,West,Solar Phone Charger,Electronics,113,16010.97,153.3034,62.028,18.01
2025-10-23,2025,10,4,Atlanta South,Atlanta,South,Bamboo Cutting Board,Kitchen,188,14152.64,0.0,36.49,0.0
2025-10-23,2025,10,4,Atlanta South,Atlanta,South,Compostable Packaging,Packaging,165,19948.5,15.6245,36.49,17.81
2025-10-23,2025,10,4,Atlanta South,Atlanta,South,Organic Cotton T-Shirt,Apparel,150,3600.0,20.3969,36.49,8.19
2025-10-23,2025,10,4,Atlanta South,Atlanta,South,Recycled Plastic Bottle,Beverage,83,5687.99,0.5088,36.49,1.59
2025-10-23,2025,10,4,Atlanta South,Atlanta,South,Solar Phone Charger,Electronics,17,2483.87,54.1304,36.49,6.51
2025-10-23,2025,10,4,Chicago Center,Chicago,Midwest,Bamboo Cutting Board,Kitchen,102,9718.56,8.5881,72.036,6.86
2025-10-23,2025,10,4,Chicago Center,Chicago,Midwest,Compostable Packaging,Packaging,23,793.96,14.6146,72.036,17.06
2025-10-23,2025,10,4,Chicago Center,Chicago,Midwest,Organic Cotton T-Shirt,Apparel,148,10654.52,20.0744,72.036,9.84
2025-10-23,2025,10,4,Chicago Center,Chicago,Midwest,Recycled Plastic Bottle,Beverage,23,740.6,0.3078,72.036,0.98
2025-10-23,2025,10,4,Chicago Center,Chicago,Midwest,Solar Phone Charger,Electronics,137,13108.16,148.0839,72.036,15.74
2025-10-23,2025,10,4,Portland DC,Portland,West,Bamboo Cutting Board,Kitchen,92,2006.52,14.4565,142.0,13.12
2025-10-23,2025,10,4,Portland DC,Portland,West,Compostable Packaging,Packaging,10,1003.6,13.7558,142.0,14.71
2025-10-23,2025,10,4,Portland DC,Portland,West,Organic Cotton T-Shirt,Apparel,150,1548.0,51.6605,142.0,18.66
2025-10-23,2025,10,4,Portland DC,Portland,West,Recycled Plastic Bottle,Beverage,32,1619.2,1.2617,142.0,3.54
2025-10-23,2025,10,4,Portland DC,Portland,West,Solar Phone Charger,Electronics,113,14736.33,154.8351,142.0,15.21
2025-10-23,2025,10,4,Seattle Hub,Seattle,West,Bamboo Cutting Board,Kitchen,94,6080.86,10.3507,111.62,9.1
2025-10-23,2025,10,4,Seattle Hub,Seattle,West,Compostable Packaging,Packaging,112,13772.64,15.8261,111.62,19.52
2025-10-23,2025,10,4,Seattle Hub,Seattle,West,Organic Cotton T-Shirt,Apparel,95,4897.25,10.6158,111.62,3.92
2025-10-23,2025,10,4,Seattle Hub,Seattle,West,Recycled Plastic Bottle,Beverage,36,4657.32,0.9247,111.62,3.64
2025-10-23,2025,10,4,Seattle Hub,Seattle,West,Solar Phone Charger,Electronics,136,6363.44,136.4887,111.62,13.48
2025-10-24,2025,10,4,Atlanta South,Atlanta,South,Bamboo Cutting Board,Kitchen,86,10872.98,1.595,41.108,1.45
2025-10-24,2025,10,4,Atlanta South,Atlanta,South,Compostable Packaging,Packaging,135,17612.1,2.7946,41.108,3.76
2025-10-24,2025,10,4,Atlanta South,Atlanta,South,Organic Cotton T-Shirt,Apparel,139,6079.86,8.2445,41.108,3.35
2025-10-24,2025,10,4,Atlanta South,Atlanta,South,Recycled Plastic Bottle,Beverage,10,460.1,0.4335,41.108,1.53
2025-10-24,2025,10,4,Atlanta South,Atlanta,South,Solar Phone Charger,Electronics,158,23674.72,38.2431,41.108,4.28
2025-10-24,2025,10,4,Chicago Center,Chicago,Midwest,Bamboo Cutting Board,Kitchen,44,5732.32,8.9893,94.178,7.55
2025-10-24,2025,10,4,Chicago Center,Chicago,Midwest,Compostable Packaging,Packaging,116,6296.48,9.5486,94.178,14.79
2025-10-24,2025,10,4,Chicago Center,Chicago,Midwest,Organic Cotton T-Shirt,Apparel,47,2849.14,11.6272,94.178,4.0
2025-10-24,2025,10,4,Chicago Center,Chicago,Midwest,Recycled Plastic Bottle,Beverage,163,12826.47,4.6101,94.178,15.41
2025-10-24,2025,10,4,Chicago Center,Chicago,Midwest,Solar Phone Charger,Electronics,80,9363.2,140.3612,94.178,13.88
2025-10-24,2025,10,4,Portland DC,Portland,West,Bamboo Cutting Board,Kitchen,190,8483.5,14.2583,47.236,11.91
2025-10-24,2025,10,4,Portland DC,Portland,West,Compostable Packaging,Packaging,72,5128.56,8.7754,47.236,12.91
2025-10-24,2025,10,4,Portland DC,Portland,West,Organic Cotton T-Shirt,Apparel,49,3785.74,33.7251,47.236,11.57
2025-10-24,2025,10,4,Portland DC,Portland,West,Recycled Plastic Bottle,Beverage,193,9132.76,1.8351,47.236,6.14
2025-10-24,2025,10,4,Portland DC,Portland,West,Solar Phone Charger,Electronics,133,19569.62,116.6662,47.236,15.93
2025-10-24,2025,10,4,Seattle Hub,Seattle,West,Bamboo Cutting Board,Kitchen,114,2111.28,9.1947,101.244,6.41
2025-10-24,2025,10,4,Seattle Hub,Seattle,West,Compostable Packaging,Packaging,40,3956.8,9.4279,101.244,12.96
2025-10-24,2025,10,4,Seattle Hub,Seattle,West,Organic Cotton T-Shirt,Apparel,191,5340.36,10.0663,101.244,3.69
2025-10-24,2025,10,4,Seattle Hub,Seattle,West,Recycled Plastic Bottle,Beverage,151,1053.98,2.9194,101.244,8.58
2025-10-24,2025,10,4,Seattle Hub,Seattle,West,Solar Phone Charger,Electronics,39,2804.49,97.4057,101.244,18.7
2025-10-25,2025,10,4,Atlanta South,Atlanta,South,Bamboo Cutting Board,Kitchen,46,2964.7,4.4027,63.878,3.34
2025-10-25,2025,10,4,Atlanta South,Atlanta,South,Compostable Packaging,Packaging,29,2119.32,6.8503,63.878,10.35
2025-10-25,2025,10,4,Atlanta South,Atlanta,South,Organic Cotton T-Shirt,Apparel,122,2374.12,1.4676,63.878,0.7
2025-10-25,2025,10,4,Atlanta South,Atlanta,South,Recycled Plastic Bottle,Beverage,126,910.98,3.1575,63.878,11.96
2025-10-25,2025,10,4,Atlanta South,Atlanta,South,Solar Phone Charger,Electronics,177,25778.28,71.5441,63.878,7.37
2025-10-25,2025,10,4,Chicago Center,Chicago,Midwest,Bamboo Cutting Board,Kitchen,42,3268.86,2.597,31.314,2.68
2025-10-25,2025,10,4,Chicago Center,Chicago,Midwest,Compostable Packaging,Packaging,35,4611.6,8.9815,31.314,9.65
2025-10-25,2025,10,4,Chicago Center,Chicago,Midwest,Organic Cotton T-Shirt,Apparel,176,25910.72,8.1097,31.314,3.01
2025-10-25,2025,10,4,Chicago Center,Chicago,Midwest,Recycled Plastic Bottle,Beverage,136,19706.4,1.642,31.314,4.59
2025-10-25,2025,10,4,Chicago Center,Chicago,Midwest,Solar Phone Charger,Electronics,161,8555.54,29.9268,31.314,4.33
2025-10-25,2025,10,4,Portland DC,Portland,West,Bamboo Cutting Board,Kitchen,200,14716.0,0.9468,40.052,0.84
2025-10-25,2025,10,4,Portland DC,Portland,West,Compostable Packaging,Packaging,179,21462.1,2.8467,40.052,3.86
2025-10-25,2025,10,4,Portland DC,Portland,West,Organic Cotton T-Shirt,Apparel,108,4197.96,46.1133,40.052,17.0
2025-10-25,2025,10,4,Portland DC,Portland,West,Recycled Plastic Bottle,Beverage,115,1302.95,3.0233,40.052,8.64
2025-10-25,2025,10,4,Portland DC,Portland,West,Solar Phone Charger,Electronics,107,6524.86,92.6389,40.052,9.12
2025-10-25,2025,10,4,Seattle Hub,Seattle,West,Bamboo Cutting Board,Kitchen,149,8895.3,7.9896,158.206,5.99
2025-10-25,2025,10,4,Seattle Hub,Seattle,West,Compostable Packaging,Packaging,188,7450.44,13.1003,158.206,16.0
2025-10-25,2025,10,4,Seattle Hub,Seattle,West,Organic Cotton T-Shirt,Apparel,124,10303.16,36.5705,158.206,16.1
2025-10-25,2025,10,4,Seattle Hub,Seattle,West,Recycled Plastic Bottle,Beverage,98,5213.6,3.0816,158.206,10.92
2025-10-25,2025,10,4,Seattle Hub,Seattle,West,Solar Phone Charger,Electronics,92,12060.28,27.7501,158.206,3.68
2025-10-26,2025,10,4,Atlanta South,Atlanta,South,Bamboo Cutting Board,Kitchen,105,7082.25,20.5032,80.064,15.25
2025-10-26,2025,10,4,Atlanta South,Atlanta,South,Compostable Packaging,Packaging,154,15994.44,2.6471,80.064,3.37
2025-10-26,2025,10,4,Atlanta South,Atlanta,South,Organic Cotton T-Shirt,Apparel,21,1092.63,40.7767,80.064,16.96
2025-10-26,2025,10,4,Atlanta South,Atlanta,South,Recycled Plastic Bottle,Beverage,24,1140.96,3.3941,80.064,10.23
2025-10-26,2025,10,4,Atlanta South,Atlanta,South,Solar Phone Charger,Electronics,72,5905.44,135.4114,80.064,13.5
2025-10-26,2025,10,4,Chicago Center,Chicago,Midwest,Bamboo Cutting Board,Kitchen,190,24988.8,13.7338,38.116,10.69
2025-10-26,2025,10,4,Chicago Center,Chicago,Midwest,Compostable Packaging,Packaging,86,11696.0,2.8667,38.116,3.79
2025-10-26,2025,10,4,Chicago Center,Chicago,Midwest,Organic Cotton T-Shirt,Apparel,33,2241.69,50.3037,38.116,17.95
2025-10-26,2025,10,4,Chicago Center,Chicago,Midwest,Recycled Plastic Bottle,Beverage,35,4033.75,0.2407,38.116,0.75
2025-10-26,2025,10,4,Chicago Center,Chicago,Midwest,Solar Phone Charger,Electronics,123,3581.76,142.2386,38.116,14.05
2025-10-26,2025,10,4,Portland DC,Portland,West,Bamboo Cutting Board,Kitchen,19,1796.07,2.5137,42.18,2.1
2025-10-26,2025,10,4,Portland DC,Portland,West,Compostable Packaging,Packaging,83,12419.29,8.0618,42.18,8.44
2025-10-26,2025,10,4,Portland DC,Portland,West,Organic Cotton T-Shirt,Apparel,170,18565.7,35.5242,42.18,15.35
2025-10-26,2025,10,4,Portland DC,Portland,West,Recycled Plastic Bottle,Beverage,134,17621.0,2.8817,42.18,10.17
2025-10-26,2025,10,4,Portland DC,Portland,West,Solar Phone Charger,Electronics,70,6756.4,135.7603,42.18,14.86
2025-10-26,2025,10,4,Seattle Hub,Seattle,West,Bamboo Cutting Board,Kitchen,30,3855.3,25.2511,49.314,18.45
2025-10-26,2025,10,4,Seattle Hub,Seattle,West,Compostable Packaging,Packaging,107,15338.45,15.2349,49.314,19.64
2025-10-26,2025,10,4,Seattle Hub,Seattle,West,Organic Cotton T-Shirt,Apparel,77,4164.93,29.3579,49.314,10.81
2025-10-26,2025,10,4,Seattle Hub,Seattle,West,Recycled Plastic Bottle,Beverage,187,11713.68,3.6559,49.314,15.2
2025-10-26,2025,10,4,Seattle Hub,Seattle,West,Solar Phone Charger,Electronics,182,23587.2,37.3598,49.314,4.11
2025-10-27,2025,10,4,Atlanta South,Atlanta,South,Bamboo Cutting Board,Kitchen,107,9408.51,5.642,51.678,5.26
2025-10-27,2025,10,4,Atlanta South,Atlanta,South,Compostable Packaging,Packaging,189,9036.09,7.1716,51.678,11.0
2025-10-27,2025,10,4,Atlanta South,Atlanta,South,Organic Cotton T-Shirt,Apparel,60,8994.6,32.8782,51.678,11.89
2025-10-27,2025,10,4,Atlanta South,Atlanta,South,Recycled Plastic Bottle,Beverage,133,2721.18,3.1774,51.678,8.85
2025-10-27,2025,10,4,Atlanta South,Atlanta,South,Solar Phone Charger,Electronics,157,7520.3,135.7812,51.678,13.92
2025-10-27,2025,10,4,Chicago Center,Chicago,Midwest,Bamboo Cutting Board,Kitchen,86,8397.9,1.7274,22.508,1.59
2025-10-27,2025,10,4,Chicago Center,Chicago,Midwest,Compostable Packaging,Packaging,126,16073.82,8.1791,22.508,12.01
2025-10-27,2025,10,4,Chicago Center,Chicago,Midwest,Organic Cotton T-Shirt,Apparel,28,1933.4,39.5604,22.508,15.4
2025-10-27,2025,10,4,Chicago Center,Chicago,Midwest,Recycled Plastic Bottle,Beverage,98,14524.58,3.2661,22.508,11.02
2025-10-27,2025,10,4,Chicago Center,Chicago,Midwest,Solar Phone Charger,Electronics,118,12401.8,128.7681,22.508,13.69
2025-10-27,2025,10,4,Portland DC,Portland,West,Bamboo Cutting Board,Kitchen,12,1624.08,12.7078,144.88,9.28
2025-10-27,2025,10,4,Portland DC,Portland,West,Compostable Packaging,Packaging,183,15419.58,2.8779,144.88,3.7
2025-10-27,2025,10,4,Portland DC,Portland,West,Organic Cotton T-Shirt,Apparel,128,12480.0,31.1291,144.88,11.08
2025-10-27,2025,10,4,Portland DC,Portland,West,Recycled Plastic Bottle,Beverage,127,5336.54,5.5268,144.88,15.4
2025-10-27,2025,10,4,Portland DC,Portland,West,Solar Phone Charger,Electronics,129,17502.72,35.7159,144.88,3.95
2025-10-27,2025,10,4,Seattle Hub,Seattle,West,Bamboo Cutting Board,Kitchen,107,10150.02,13.7272,94.73,12.29
2025-10-27,2025,10,4,Seattle Hub,Seattle,West,Compostable Packaging,Packaging,159,4094.25,7.0385,94.73,9.59
2025-10-27,2025,10,4,Seattle Hub,Seattle,West,Organic Cotton T-Shirt,Apparel,56,1660.4,14.712,94.73,5.0
2025-10-27,2025,10,4,Seattle Hub,Seattle,West,Recycled Plastic Bottle,Beverage,30,2801.4,5.0033,94.73,16.69
2025-10-27,2025,10,4,Seattle Hub,Seattle,West,Solar Phone Charger,Electronics,71,5478.36,138.6104,94.73,15.32
2025-10-28,2025,10,4,Atlanta South,Atlanta,South,Bamboo Cutting Board,Kitchen,116,3534.52,19.9915,80.714,15.06
2025-10-28,2025,10,4,Atlanta South,Atlanta,South,Compostable Packaging,Packaging,103,8442.91,4.1789,80.714,5.71
2025-10-28,2025,10,4,Atlanta South,Atlanta,South,Organic Cotton T-Shirt,Apparel,197,4737.85,49.7941,80.714,17.13
2025-10-28,2025,10,4,Atlanta South,Atlanta,South,Recycled Plastic Bottle,Beverage,85,4451.45,0.441,80.714,1.67
2025-10-28,2025,10,4,Atlanta South,Atlanta,South,Solar Phone Charger,Electronics,43,5118.72,170.9362,80.714,17.27
2025-10-28,2025,10,4,Chicago Center,Chicago,Midwest,Bamboo Cutting Board,Kitchen,170,16782.4,15.46,83.83,11.18
2025-10-28,2025,10,4,Chicago Center,Chicago,Midwest,Compostable Packaging,Packaging,18,1602.72,13.6366,83.83,18.79
2025-10-28,2025,10,4,Chicago Center,Chicago,Midwest,Organic Cotton T-Shirt,Apparel,178,18462.16,23.7811,83.83,10.34
2025-10-28,2025,10,4,Chicago Center,Chicago,Midwest,Recycled Plastic Bottle,Beverage,45,4324.5,2.3179,83.83,8.58
2025-10-28,2025,10,4,Chicago Center,Chicago,Midwest,Solar Phone Charger,Electronics,89,10622.15,35.1788,83.83,4.14
2025-10-28,2025,10,4,Portland DC,Portland,West,Bamboo Cutting Board,Kitchen,100,3676.0,18.0032,29.14,12.68
2025-10-28,2025,10,4,Portland DC,Portland,West,Compostable Packaging,Packaging,183,20964.48,6.6326,29.14,8.83
2025-10-28,2025,10,4,Portland DC,Portland,West,Organic Cotton T-Shirt,Apparel,83,9750.84,40.4688,29.14,19.5
2025-10-28,2025,10,4,Portland DC,Portland,West,Recycled Plastic Bottle,Beverage,68,6325.36,1.5631,29.14,5.67
2025-10-28,2025,10,4,Portland DC,Portland,West,Solar Phone Charger,Electronics,58,5511.74,93.0625,29.14,12.04
2025-10-28,2025,10,4,Seattle Hub,Seattle,West,Bamboo Cutting Board,Kitchen,185,21804.1,2.8785,34.38,2.41
2025-10-28,2025,10,4,Seattle Hub,Seattle,West,Compostable Packaging,Packaging,200,15406.0,6.0244,34.38,6.34
2025-10-28,2025,10,4,Seattle Hub,Seattle,West,Organic Cotton T-Shirt,Apparel,178,11105.42,25.5192,34.38,10.54
2025-10-28,2025,10,4,Seattle Hub,Seattle,West,Recycled Plastic Bottle,Beverage,12,1044.72,0.2585,34.38,0.93
2025-10-28,2025,10,4,Seattle Hub,Seattle,West,Solar Phone Charger,Electronics,22,3014.88,97.4057,34.38,10.19
2025-10-29,2025,10,4,Atlanta South,Atlanta,South,Bamboo Cutting Board,Kitchen,69,5061.84,8.2663,49.566,6.51
2025-10-29,2025,10,4,Atlanta South,Atlanta,South,Compostable Packaging,Packaging,153,8041.68,9.805,49.566,13.6
2025-10-29,2025,10,4,Atlanta South,Atlanta,South,Organic Cotton T-Shirt,Apparel,107,13294.75,27.5699,49.566,11.14
2025-10-29,2025,10,4,Atlanta South,Atlanta,South,Recycled Plastic Bottle,Beverage,105,2174.55,4.0642,49.566,15.79
2025-10-29,2025,10,4,Atlanta South,Atlanta,South,Solar Phone Charger,Electronics,168,22379.28,141.9847,49.566,14.92
2025-10-29,2025,10,4,Chicago Center,Chicago,Midwest,Bamboo Cutting Board,Kitchen,147,3369.24,21.1497,22.678,15.01
2025-10-29,2025,10,4,Chicago Center,Chicago,Midwest,Compostable Packaging,Packaging,182,7827.82,1.289,22.678,1.59
2025-10-29,2025,10,4,Chicago Center,Chicago,Midwest,Organic Cotton T-Shirt,Apparel,152,8822.08,21.2787,22.678,10.18
2025-10-29,2025,10,4,Chicago Center,Chicago,Midwest,Recycled Plastic Bottle,Beverage,111,779.22,2.2466,22.678,6.61
2025-10-29,2025,10,4,Chicago Center,Chicago,Midwest,Solar Phone Charger,Electronics,104,10666.24,36.1926,22.678,4.68
2025-10-29,2025,10,4,Portland DC,Portland,West,Bamboo Cutting Board,Kitchen,67,8691.24,20.4446,43.084,17.77
2025-10-29,2025,10,4,Portland DC,Portland,West,Compostable Packaging,Packaging,111,16122.75,11.1061,43.084,13.45
2025-10-29,2025,10,4,Portland DC,Portland,West,Organic Cotton T-Shirt,Apparel,129,18655.98,4.5765,43.084,1.58
2025-10-29,2025,10,4,Portland DC,Portland,West,Recycled Plastic Bottle,Beverage,46,5260.1,0.617,43.084,1.74
2025-10-29,2025,10,4,Portland DC,Portland,West,Solar Phone Charger,Electronics,195,20044.05,44.5807,43.084,5.1
2025-10-29,2025,10,4,Seattle Hub,Seattle,West,Bamboo Cutting Board,Kitchen,133,19320.91,12.1759,159.46,8.73
2025-10-29,2025,10,4,Seattle Hub,Seattle,West,Compostable Packaging,Packaging,96,11674.56,8.5349,159.46,13.06
2025-10-29,2025,10,4,Seattle Hub,Seattle,West,Organic Cotton T-Shirt,Apparel,79,9908.18,11.4163,159.46,5.1
2025-10-29,2025,10,4,Seattle Hub,Seattle,West,Recycled Plastic Bottle,Beverage,75,10315.5,4.4473,159.46,16.04
2025-10-29,2025,10,4,Seattle Hub,Seattle,West,Solar Phone Charger,Electronics,85,9626.25,10.1488,159.46,1.07
2025-10-30,2025,10,4,Atlanta South,Atlanta,South,Bamboo Cutting Board,Kitchen,123,17568.09,20.703,35.136,16.78
2025-10-30,2025,10,4,Atlanta South,Atlanta,South,Compostable Packaging,Packaging,185,10778.1,6.8903,35.136,9.52
2025-10-30,2025,10,4,Atlanta South,Atlanta,South,Organic Cotton T-Shirt,Apparel,81,788.94,10.0609,35.136,3.88
2025-10-30,2025,10,4,Atlanta South,Atlanta,South,Recycled Plastic Bottle,Beverage,104,3796.0,0.6108,35.136,2.15
2025-10-30,2025,10,4,Atlanta South,Atlanta,South,Solar Phone Charger,Electronics,102,1979.82,101.1524,35.136,11.39
2025-10-30,2025,10,4,Chicago Center,Chicago,Midwest,Bamboo Cutting Board,Kitchen,200,22072.0,2.8723,107.238,2.66
2025-10-30,2025,10,4,Chicago Center,Chicago,Midwest,Compostable Packaging,Packaging,135,12726.45,14.7639,107.238,18.82
2025-10-30,2025,10,4,Chicago Center,Chicago,Midwest,Organic Cotton T-Shirt,Apparel,200,21198.0,28.4105,107.238,13.01
2025-10-30,2025,10,4,Chicago Center,Chicago,Midwest,Recycled Plastic Bottle,Beverage,148,9733.96,0.1478,107.238,0.56
2025-10-30,2025,10,4,Chicago Center,Chicago,Midwest,Solar Phone Charger,Electronics,116,11595.36,95.3089,107.238,13.16
2025-10-30,2025,10,4,Portland DC,Portland,West,Bamboo Cutting Board,Kitchen,70,9355.5,12.2439,72.526,8.74
2025-10-30,2025,10,4,Portland DC,Portland,West,Compostable Packaging,Packaging,104,10630.88,8.3242,72.526,11.18
2025-10-30,2025,10,4,Portland DC,Portland,West,Organic Cotton T-Shirt,Apparel,19,933.47,36.1344,72.526,15.89
2025-10-30,2025,10,4,Portland DC,Portland,West,Recycled Plastic Bottle,Beverage,136,2970.24,3.3139,72.526,10.09
2025-10-30,2025,10,4,Portland DC,Portland,West,Solar Phone Charger,Electronics,44,2699.4,39.2734,72.526,5.59
2025-10-30,2025,10,4,Seattle Hub,Seattle,West,Bamboo Cutting Board,Kitchen,128,17518.08,26.0372,37.242,18.59
2025-10-30,2025,10,4,Seattle Hub,Seattle,West,Compostable Packaging,Packaging,39,985.53,6.718,37.242,9.06
2025-10-30,2025,10,4,Seattle Hub,Seattle,West,Organic Cotton T-Shirt,Apparel,166,6158.6,41.1087,37.242,14.16
2025-10-30,2025,10,4,Seattle Hub,Seattle,West,Recycled Plastic Bottle,Beverage,26,2525.38,0.0,37.242,0.0
2025-10-30,2025,10,4,Seattle Hub,Seattle,West,Solar Phone Charger,Electronics,87,8625.18,119.1995,37.242,15.26
2025-10-31,2025,10,4,Atlanta South,Atlanta,South,Bamboo Cutting Board,Kitchen,16,385.76,16.758,34.138,14.35
2025-10-31,2025,10,4,Atlanta South,Atlanta,South,Compostable Packaging,Packaging,70,6326.6,5.8555,34.138,7.53
2025-10-31,2025,10,4,Atlanta South,Atlanta,South,Organic Cotton T-Shirt,Apparel,148,6118.32,36.5361,34.138,17.9
2025-10-31,2025,10,4,Atlanta South,Atlanta,South,Recycled Plastic Bottle,Beverage,54,1130.76,2.8379,34.138,10.11
2025-10-31,2025,10,4,Atlanta South,Atlanta,South,Solar Phone Charger,Electronics,101,12074.55,166.3774,34.138,19.58
2025-10-31,2025,10,4,Chicago Center,Chicago,Midwest,Bamboo Cutting Board,Kitchen,47,5609.45,9.2704,116.004,7.41
2025-10-31,2025,10,4,Chicago Center,Chicago,Midwest,Compostable Packaging,Packaging,47,6964.93,7.5558,116.004,7.93
2025-10-31,2025,10,4,Chicago Center,Chicago,Midwest,Organic Cotton T-Shirt,Apparel,65,7987.85,19.3379,116.004,7.98
2025-10-31,2025,10,4,Chicago Center,Chicago,Midwest,Recycled Plastic Bottle,Beverage,69,3632.16,2.7974,116.004,11.36
2025-10-31,2025,10,4,Chicago Center,Chicago,Midwest,Solar Phone Charger,Electronics,162,876.42,0.0,116.004,0.0
2025-10-31,2025,10,4,Portland DC,Portland,West,Bamboo Cutting Board,Kitchen,72,10683.36,20.9563,55.384,19.53
2025-10-31,2025,10,4,Portland DC,Portland,West,Compostable Packaging,Packaging,151,5291.04,16.6471,55.384,17.49
2025-10-31,2025,10,4,Portland DC,Portland,West,Organic Cotton T-Shirt,Apparel,162,23621.22,10.0365,55.384,4.53
2025-10-31,2025,10,4,Portland DC,Portland,West,Recycled Plastic Bottle,Beverage,22,2619.98,1.0963,55.384,4.19
2025-10-31,2025,10,4,Portland DC,Portland,West,Solar Phone Charger,Electronics,154,5351.5,106.8371,55.384,11.87
2025-10-31,2025,10,4,Seattle Hub,Seattle,West,Bamboo Cutting Board,Kitchen,41,5847.01,21.8989,36.21,15.58
2025-10-31,2025,10,4,Seattle Hub,Seattle,West,Compostable Packaging,Packaging,64,6275.2,5.0007,36.21,5.69
2025-10-31,2025,10,4,Seattle Hub,Seattle,West,Organic Cotton T-Shirt,Apparel,175,9976.75,32.6349,36.21,12.55
2025-10-31,2025,10,4,Seattle Hub,Seattle,West,Recycled Plastic Bottle,Beverage,111,4995.0,0.0,36.21,0.0
2025-10-31,2025,10,4,Seattle Hub,Seattle,West,Solar Phone Charger,Electronics,126,2304.54,36.5546,36.21,4.88
2025-11-01,2025,11,4,Atlanta South,Atlanta,South,Bamboo Cutting Board,Kitchen,80,7642.4,4.1506,128.914,3.02
2025-11-01,2025,11,4,Atlanta South,Atlanta,South,Compostable Packaging,Packaging,93,5601.39,1.6598,128.914,2.3
2025-11-01,2025,11,4,Atlanta South,Atlanta,South,Organic Cotton T-Shirt,Apparel,30,1551.3,14.1434,128.914,6.92
2025-11-01,2025,11,4,Atlanta South,Atlanta,South,Recycled Plastic Bottle,Beverage,47,682.44,6.8288,128.914,18.97
2025-11-01,2025,11,4,Atlanta South,Atlanta,South,Solar Phone Charger,Electronics,159,13437.09,149.8225,128.914,16.06
2025-11-01,2025,11,4,Chicago Center,Chicago,Midwest,Bamboo Cutting Board,Kitchen,119,12433.12,3.2812,129.866,2.88
2025-11-01,2025,11,4,Chicago Center,Chicago,Midwest,Compostable Packaging,Packaging,123,1926.18,8.293,129.866,9.86
2025-11-01,2025,11,4,Chicago Center,Chicago,Midwest,Organic Cotton T-Shirt,Apparel,17,234.94,11.7401,129.866,4.02
2025-11-01,2025,11,4,Chicago Center,Chicago,Midwest,Recycled Plastic Bottle,Beverage,132,16877.52,0.6539,129.866,2.34
