trans_date,wh_name,prod_name,category,waste_kg,co2_kg
20251019,Atlanta South,Compostable Packaging,Packaging,2.97,2.0368
20251020,Seattle Hub,Organic Cotton T-Shirt,Apparel,5.17,11.2424
20251020,Seattle Hub,Recycled Plastic Bottle,Beverage,14.49,4.5418
20251020,Seattle Hub,Bamboo Cutting Board,Kitchen,6.37,7.3957
20251020,Seattle Hub,Solar Phone Charger,Electronics,19.74,199.7903
20251020,Seattle Hub,Compostable Packaging,Packaging,19.74,15.8396
20251020,Portland DC,Organic Cotton T-Shirt,Apparel,4.56,9.362
20251020,Portland DC,Recycled Plastic Bottle,Beverage,16.95,5.922
20251020,Portland DC,Bamboo Cutting Board,Kitchen,18.49,18.2299
20251020,Portland DC,Solar Phone Charger,Electronics,5.4,48.0448
20251020,Portland DC,Compostable Packaging,Packaging,2.54,1.6682
20251020,Chicago Center,Organic Cotton T-Shirt,Apparel,1.07,2.6909
20251020,Chicago Center,Recycled Plastic Bottle,Beverage,9.17,2.8388
20251020,Chicago Center,Bamboo Cutting Board,Kitchen,18.02,19.2892
20251020,Chicago Center,Solar Phone Charger,Electronics,5.12,41.9985
20251020,Chicago Center,Compostable Packaging,Packaging,1.93,1.5966
20251020,Atlanta South,Organic Cotton T-Shirt,Apparel,4.72,12.3165
20251020,Atlanta South,Recycled Plastic Bottle,Beverage,9.43,2.4829
20251020,Atlanta South,Bamboo Cutting Board,Kitchen,7.05,6.8766
20251020,Atlanta South,Solar Phone Charger,Electronics,2.67,22.3821
20251020,Atlanta South,Compostable Packaging,Packaging,4.79,3.518
20251021,Seattle Hub,Organic Cotton T-Shirt,Apparel,19.08,55.4384
20251021,Seattle Hub,Recycled Plastic Bottle,Beverage,4.98,1.4412
20251021,Seattle Hub,Bamboo Cutting Board,Kitchen,4.72,5.6039
20251021,Seattle Hub,Solar Phone Charger,Electronics,8.85,86.4365
20251021,Seattle Hub,Compostable Packaging,Packaging,4.84,4.5341
20251021,Portland DC,Organic Cotton T-Shirt,Apparel,18.02,43.5682
20251021,Portland DC,Recycled Plastic Bottle,Beverage,14.8,4.4475
20251021,Portland DC,Bamboo Cutting Board,Kitchen,16.29,21.0857
20251021,Portland DC,Solar Phone Charger,Electronics,2.12,19.8442
20251021,Portland DC,Compostable Packaging,Packaging,4.75,3.5848
20251021,Chicago Center,Organic Cotton T-Shirt,Apparel,0.81,2.1619
20251021,Chicago Center,Recycled Plastic Bottle,Beverage,11.62,3.6027
20251021,Chicago Center,Bamboo Cutting Board,Kitchen,3.2,4.152
20251021,Chicago Center,Solar Phone Charger,Electronics,-12.72,116.9384
20251021,Chicago Center,Compostable Packaging,Packaging,8.01,6.8969
20251021,Atlanta South,Organic Cotton T-Shirt,Apparel,15.18,40.9565
20251021,Atlanta South,Recycled Plastic Bottle,Beverage,4.54,1.4626
20251021,Atlanta South,Bamboo Cutting Board,Kitchen,18.68,22.5481
20251021,Atlanta South,Solar Phone Charger,Electronics,1.51,12.2341
20251021,Atlanta South,Compostable Packaging,Packaging,7.65,6.4827
20251022,Seattle Hub,Organic Cotton T-Shirt,Apparel,15.58,33.3164
20251022,Seattle Hub,Recycled Plastic Bottle,Beverage,13.16,4.3229
20251022,Seattle Hub,Bamboo Cutting Board,Kitchen,14.21,18.7788
20251022,Seattle Hub,Solar Phone Charger,Electronics,18.01,153.3034
20251022,Seattle Hub,Compostable Packaging,Packaging,7.77,6.0977
20251022,Portland DC,Organic Cotton T-Shirt,Apparel,9.67,24.4835
20251022,Portland DC,Recycled Plastic Bottle,Beverage,9.31,2.6457
20251022,Portland DC,Bamboo Cutting Board,Kitchen,19.57,27.083
20251022,Portland DC,Solar Phone Charger,Electronics,2.2,17.8823
20251022,Portland DC,Compostable Packaging,Packaging,2.0,1.3855
20251022,Chicago Center,Organic Cotton T-Shirt,Apparel,3.43,7.5606
20251022,Chicago Center,Recycled Plastic Bottle,Beverage,8.62,2.7747
20251022,Chicago Center,Bamboo Cutting Board,Kitchen,8.69,11.4195
20251022,Chicago Center,Solar Phone Charger,Electronics,0.93,8.8599
20251022,Chicago Center,Compostable Packaging,Packaging,7.05,5.8176
20251022,Atlanta South,Organic Cotton T-Shirt,Apparel,9.98,26.6052
20251022,Atlanta South,Recycled Plastic Bottle,Beverage,9.43,2.9051
20251022,Atlanta South,Bamboo Cutting Board,Kitchen,15.89,16.9841
20251022,Atlanta South,Solar Phone Charger,Electronics,16.99,124.1009
20251022,Atlanta South,Compostable Packaging,Packaging,12.56,8.6846
20251023,Seattle Hub,Organic Cotton T-Shirt,Apparel,3.92,10.6158
20251023,Seattle Hub,Recycled Plastic Bottle,Beverage,3.64,0.9247
20251023,Seattle Hub,Bamboo Cutting Board,Kitchen,9.1,10.3507
20251023,Seattle Hub,Solar Phone Charger,Electronics,13.48,136.4887
20251023,Seattle Hub,Compostable Packaging,Packaging,19.52,15.8261
20251023,Portland DC,Organic Cotton T-Shirt,Apparel,18.66,51.6605
20251023,Portland DC,Recycled Plastic Bottle,Beverage,3.54,1.2617
20251023,Portland DC,Bamboo Cutting Board,Kitchen,13.12,14.4565
20251023,Portland DC,Solar Phone Charger,Electronics,15.21,154.8351
20251023,Portland DC,Compostable Packaging,Packaging,14.71,13.7558
20251023,Chicago Center,Organic Cotton T-Shirt,Apparel,9.84,20.0744
20251023,Chicago Center,Recycled Plastic Bottle,Beverage,0.98,0.3078
20251023,Chicago Center,Bamboo Cutting Board,Kitchen,6.86,8.5881
20251023,Chicago Center,Solar Phone Charger,Electronics,15.74,148.0839
20251023,Chicago Center,Compostable Packaging,Packaging,17.06,14.6146
20251023,Atlanta South,Organic Cotton T-Shirt,Apparel,8.19,20.3969
20251023,Atlanta South,Recycled Plastic Bottle,Beverage,1.59,0.5088
20251023,Atlanta South,Bamboo Cutting Board,Kitchen,-8.84,10.1248
20251023,Atlanta South,Solar Phone Charger,Electronics,6.51,54.1304
20251023,Atlanta South,Compostable Packaging,Packaging,17.81,15.6245
20251024,Seattle Hub,Organic Cotton T-Shirt,Apparel,3.69,10.0663
20251024,Seattle Hub,Recycled Plastic Bottle,Beverage,8.58,2.9194
20251024,Seattle Hub,Bamboo Cutting Board,Kitchen,6.41,9.1947
20251024,Seattle Hub,Solar Phone Charger,Electronics,18.7,
20251024,Seattle Hub,Compostable Packaging,Packaging,12.96,9.4279
20251024,Portland DC,Organic Cotton T-Shirt,Apparel,11.57,33.7251
20251024,Portland DC,Recycled Plastic Bottle,Beverage,6.14,1.8351
20251024,Portland DC,Bamboo Cutting Board,Kitchen,11.91,14.2583
20251024,Portland DC,Solar Phone Charger,Electronics,15.93,116.6662
20251024,Portland DC,Compostable Packaging,Packaging,12.91,8.7754
20251024,Chicago Center,Organic Cotton T-Shirt,Apparel,4.0,11.6272
20251024,Chicago Center,Recycled Plastic Bottle,Beverage,15.41,4.6101
20251024,Chicago Center,Bamboo Cutting Board,Kitchen,7.55,8.9893
20251024,Chicago Center,Solar Phone Charger,Electronics,13.88,140.3612
20251024,Chicago Center,Compostable Packaging,Packaging,14.79,9.5486
20251024,Atlanta South,Organic Cotton T-Shirt,Apparel,3.35,8.2445
20251024,Atlanta South,Recycled Plastic Bottle,Beverage,1.53,0.4335
20251024,Atlanta South,Bamboo Cutting Board,Kitchen,1.45,1.595
20251024,Atlanta South,Solar Phone Charger,Electronics,4.28,38.2431
20251024,Atlanta South,Compostable Packaging,Packaging,3.76,2.7946
20251025,Seattle Hub,Organic Cotton T-Shirt,Apparel,16.1,36.5705
20251025,Seattle Hub,Recycled Plastic Bottle,Beverage,10.92,3.0816
20251025,Seattle Hub,Bamboo Cutting Board,Kitchen,5.99,7.9896
20251025,Seattle Hub,Solar Phone Charger,Electronics,3.68,27.7501
20251025,Seattle Hub,Compostable Packaging,Packaging,16.0,13.1003
20251025,Portland DC,Organic Cotton T-Shirt,Apparel,17.0,46.1133
20251025,Portland DC,Recycled Plastic Bottle,Beverage,8.64,3.0233
20251025,Portland DC,Bamboo Cutting Board,Kitchen,0.84,0.9468
20251025,Portland DC,Solar Phone Charger,Electronics,9.12,92.6389
20251025,Portland DC,Compostable Packaging,Packaging,3.86,2.8467
20251025,Chicago Center,Organic Cotton T-Shirt,Apparel,3.01,8.1097
20251025,Chicago Center,Recycled Plastic Bottle,Beverage,4.59,1.642
20251025,Chicago Center,Bamboo Cutting Board,Kitchen,2.68,2.597
20251025,Chicago Center,Solar Phone Charger,Electronics,4.33,29.9268
20251025,Chicago Center,Compostable Packaging,Packaging,9.65,8.9815
20251025,Atlanta South,Organic Cotton T-Shirt,Apparel,0.7,1.4676
20251025,Atlanta South,Recycled Plastic Bottle,Beverage,11.96,3.1575
20251025,Atlanta South,Bamboo Cutting Board,Kitchen,3.34,4.4027
20251025,Atlanta South,Solar Phone Charger,Electronics,7.37,71.5441
20251025,Atlanta South,Compostable Packaging,Packaging,10.35,6.8503
20251026,Seattle Hub,Organic Cotton T-Shirt,Apparel,10.81,29.3579
20251026,Seattle Hub,Recycled Plastic Bottle,Beverage,15.2,3.6559
20251026,Seattle Hub,Bamboo Cutting Board,Kitchen,18.45,25.2511
20251026,Seattle Hub,Solar Phone Charger,Electronics,4.11,37.3598
20251026,Seattle Hub,Compostable Packaging,Packaging,19.64,15.2349
20251026,Portland DC,Organic Cotton T-Shirt,Apparel,15.35,35.5242
20251026,Portland DC,Recycled Plastic Bottle,Beverage,10.17,2.8817
20251026,Portland DC,Bamboo Cutting Board,Kitchen,2.1,2.5137
20251026,Portland DC,Solar Phone Charger,Electronics,14.86,135.7603
20251026,Portland DC,Compostable Packaging,Packaging,8.44,8.0618
20251026,Chicago Center,Organic Cotton T-Shirt,Apparel,17.95,50.3037
20251026,Chicago Center,Recycled Plastic Bottle,Beverage,0.75,0.2407
20251026,Chicago Center,Bamboo Cutting Board,Kitchen,10.69,13.7338
20251026,Chicago Center,Solar Phone Charger,Electronics,14.05,142.2386
20251026,Chicago Center,Compostable Packaging,Packaging,3.79,2.8667
20251026,Atlanta South,Organic Cotton T-Shirt,Apparel,16.96,40.7767
20251026,Atlanta South,Recycled Plastic Bottle,Beverage,10.23,3.3941
20251026,Atlanta South,Bamboo Cutting Board,Kitchen,15.25,20.5032
20251026,Atlanta South,Solar Phone Charger,Electronics,13.5,135.4114
20251026,Atlanta South,Compostable Packaging,Packaging,3.37,2.6471
20251027,Seattle Hub,Organic Cotton T-Shirt,Apparel,5.0,14.712
20251027,Seattle Hub,Recycled Plastic Bottle,Beverage,16.69,5.0033
20251027,Seattle Hub,Bamboo Cutting Board,Kitchen,12.29,13.7272
20251027,Seattle Hub,Solar Phone Charger,Electronics,15.32,138.6104
20251027,Seattle Hub,Compostable Packaging,Packaging,9.59,7.0385
20251027,Portland DC,Organic Cotton T-Shirt,Apparel,11.08,31.1291
20251027,Portland DC,Recycled Plastic Bottle,Beverage,15.4,5.5268
20251027,Portland DC,Bamboo Cutting Board,Kitchen,9.28,12.7078
20251027,Portland DC,Solar Phone Charger,Electronics,3.95,35.7159
20251027,Portland DC,Compostable Packaging,Packaging,3.7,2.8779
20251027,Chicago Center,Organic Cotton T-Shirt,Apparel,15.4,39.5604
20251027,Chicago Center,Recycled Plastic Bottle,Beverage,11.02,3.2661
20251027,Chicago Center,Bamboo Cutting Board,Kitchen,1.59,1.7274
20251027,Chicago Center,Solar Phone Charger,Electronics,13.69,128.7681
20251027,Chicago Center,Compostable Packaging,Packaging,12.01,8.1791
20251027,Atlanta South,Organic Cotton T-Shirt,Apparel,11.89,32.8782
20251027,Atlanta South,Recycled Plastic Bottle,Beverage,8.85,3.1774
20251027,Atlanta South,Bamboo Cutting Board,Kitchen,5.26,5.642
20251027,Atlanta South,Solar Phone Charger,Electronics,13.92,135.7812
20251027,Atlanta South,Compostable Packaging,Packaging,11.0,7.1716
20251028,Seattle Hub,Organic Cotton T-Shirt,Apparel,10.54,25.5192
20251028,Seattle Hub,Recycled Plastic Bottle,Beverage,0.93,0.2585
20251028,Seattle Hub,Bamboo Cutting Board,Kitchen,2.41,2.8785
20251028,Seattle Hub,Solar Phone Charger,Electronics,10.19,97.4057
20251028,Seattle Hub,Compostable Packaging,Packaging,6.34,6.0244
20251028,Portland DC,Organic Cotton T-Shirt,Apparel,19.5,40.4688
20251028,Portland DC,Recycled Plastic Bottle,Beverage,5.67,1.5631
20251028,Portland DC,Bamboo Cutting Board,Kitchen,12.68,18.0032
20251028,Portland DC,Solar Phone Charger,Electronics,12.04,93.0625
20251028,Portland DC,Compostable Packaging,Packaging,8.83,6.6326
20251028,Chicago Center,Organic Cotton T-Shirt,Apparel,10.34,23.7811
20251028,Chicago Center,Recycled Plastic Bottle,Beverage,8.58,2.3179
20251028,Chicago Center,Bamboo Cutting Board,Kitchen,11.18,15.46
20251028,Chicago Center,Solar Phone Charger,Electronics,4.14,35.1788
20251028,Chicago Center,Compostable Packaging,Packaging,18.79,13.6366
20251028,Atlanta South,Organic Cotton T-Shirt,Apparel,17.13,49.7941
20251028,Atlanta South,Recycled Plastic Bottle,Beverage,1.67,0.441
20251028,Atlanta South,Bamboo Cutting Board,Kitchen,15.06,19.9915
20251028,Atlanta South,Solar Phone Charger,Electronics,17.27,170.9362
20251028,Atlanta South,Compostable Packaging,Packaging,5.71,4.1789
20251029,Seattle Hub,Organic Cotton T-Shirt,Apparel,5.1,11.4163
20251029,Seattle Hub,Recycled Plastic Bottle,Beverage,16.04,4.4473
20251029,Seattle Hub,Bamboo Cutting Board,Kitchen,8.73,12.1759
20251029,Seattle Hub,Solar Phone Charger,Electronics,1.07,10.1488
20251029,Seattle Hub,Compostable Packaging,Packaging,13.06,8.5349
20251029,Portland DC,Organic Cotton T-Shirt,Apparel,1.58,4.5765
20251029,Portland DC,Recycled Plastic Bottle,Beverage,1.74,0.617
20251029,Portland DC,Bamboo Cutting Board,Kitchen,17.77,20.4446
20251029,Portland DC,Solar Phone Charger,Electronics,5.1,44.5807
20251029,Portland DC,Compostable Packaging,Packaging,13.45,11.1061
20251029,Chicago Center,Organic Cotton T-Shirt,Apparel,10.18,21.2787
20251029,Chicago Center,Recycled Plastic Bottle,Beverage,6.61,2.2466
20251029,Chicago Center,Bamboo Cutting Board,Kitchen,15.01,21.1497
20251029,Chicago Center,Solar Phone Charger,Electronics,4.68,36.1926
20251029,Chicago Center,Compostable Packaging,Packaging,1.59,1.289
20251029,Atlanta South,Organic Cotton T-Shirt,Apparel,11.14,27.5699
20251029,Atlanta South,Recycled Plastic Bottle,Beverage,15.79,4.0642
20251029,Atlanta South,Bamboo Cutting Board,Kitchen,6.51,8.2663
20251029,Atlanta South,Solar Phone Charger,Electronics,14.92,141.9847
20251029,Atlanta South,Compostable Packaging,Packaging,13.6,9.805
20251030,Seattle Hub,Organic Cotton T-Shirt,Apparel,14.16,41.1087
20251030,Seattle Hub,Recycled Plastic Bottle,Beverage,-5.11,1.4977
20251030,Seattle Hub,Bamboo Cutting Board,Kitchen,18.59,26.0372
20251030,Seattle Hub,Solar Phone Charger,Electronics,15.26,119.1995
20251030,Seattle Hub,Compostable Packaging,Packaging,9.06,6.718
20251030,Portland DC,Organic Cotton T-Shirt,Apparel,15.89,36.1344
20251030,Portland DC,Recycled Plastic Bottle,Beverage,10.09,3.3139
20251030,Portland DC,Bamboo Cutting Board,Kitchen,8.74,12.2439
20251030,Portland DC,Solar Phone Charger,Electronics,5.59,39.2734
20251030,Portland DC,Compostable Packaging,Packaging,11.18,8.3242
20251030,Chicago Center,Organic Cotton T-Shirt,Apparel,13.01,28.4105
20251030,Chicago Center,Recycled Plastic Bottle,Beverage,0.56,0.1478
20251030,Chicago Center,Bamboo Cutting Board,Kitchen,2.66,2.8723
20251030,Chicago Center,Solar Phone Charger,Electronics,13.16,95.3089
20251030,Chicago Center,Compostable Packaging,Packaging,18.82,14.7639
20251030,Atlanta South,Organic Cotton T-Shirt,Apparel,3.88,10.0609
20251030,Atlanta South,Recycled Plastic Bottle,Beverage,2.15,0.6108
20251030,Atlanta South,Bamboo Cutting Board,Kitchen,16.78,20.703
20251030,Atlanta South,Solar Phone Charger,Electronics,11.39,101.1524
20251030,Atlanta South,Compostable Packaging,Packaging,9.52,6.8903
20251031,Seattle Hub,Organic Cotton T-Shirt,Apparel,12.55,32.6349
20251031,Seattle Hub,Recycled Plastic Bottle,Beverage,-3.82,1.1768
20251031,Seattle Hub,Bamboo Cutting Board,Kitchen,15.58,21.8989
20251031,Seattle Hub,Solar Phone Charger,Electronics,4.88,36.5546
20251031,Seattle Hub,Compostable Packaging,Packaging,5.69,5.0007
20251031,Portland DC,Organic Cotton T-Shirt,Apparel,4.53,10.0365
20251031,Portland DC,Recycled Plastic Bottle,Beverage,4.19,1.0963
20251031,Portland DC,Bamboo Cutting Board,Kitchen,19.53,20.9563
20251031,Portland DC,Solar Phone Charger,Electronics,11.87,106.8371
20251031,Portland DC,Compostable Packaging,Packaging,17.49,16.6471
20251031,Chicago Center,Organic Cotton T-Shirt,Apparel,7.98,19.3379
20251031,Chicago Center,Recycled Plastic Bottle,Beverage,11.36,2.7974
20251031,Chicago Center,Bamboo Cutting Board,Kitchen,7.41,9.2704
20251031,Chicago Center,Solar Phone Charger,Electronics,-14.34,136.9972
20251031,Chicago Center,Compostable Packaging,Packaging,7.93,7.5558
20251031,Atlanta South,Organic Cotton T-Shirt,Apparel,17.9,36.5361
20251031,Atlanta South,Recycled Plastic Bottle,Beverage,10.11,2.8379
20251031,Atlanta South,Bamboo Cutting Board,Kitchen,14.35,16.758
20251031,Atlanta South,Solar Phone Charger,Electronics,19.58,166.3774
20251031,Atlanta South,Compostable Packaging,Packaging,7.53,5.8555
20251101,Seattle Hub,Organic Cotton T-Shirt,Apparel,16.68,48.8176
20251101,Seattle Hub,Recycled Plastic Bottle,Beverage,3.72,1.2217
20251101,Seattle Hub,Bamboo Cutting Board,Kitchen,11.34,15.9097
20251101,Seattle Hub,Solar Phone Charger,Electronics,4.18,29.1995
20251101,Seattle Hub,Compostable Packaging,Packaging,3.69,2.9132
20251101,Portland DC,Organic Cotton T-Shirt,Apparel,10.15,24.7814
20251101,Portland DC,Recycled Plastic Bottle,Beverage,9.43,2.3905
20251101,Portland DC,Bamboo Cutting Board,Kitchen,7.32,7.743
20251101,Portland DC,Solar Phone Charger,Electronics,15.12,145.1028
20251101,Portland DC,Compostable Packaging,Packaging,-4.64,4.4514
20251101,Chicago Center,Organic Cotton T-Shirt,Apparel,4.02,11.7401
20251101,Chicago Center,Recycled Plastic Bottle,Beverage,2.34,0.6539
20251101,Chicago Center,Bamboo Cutting Board,Kitchen,2.88,3.2812
20251101,Chicago Center,Solar Phone Charger,Electronics,6.81,46.9766
20251101,Chicago Center,Compostable Packaging,Packaging,9.86,8.293
20251101,Atlanta South,Organic Cotton T-Shirt,Apparel,6.92,14.1434
20251101,Atlanta South,Recycled Plastic Bottle,Beverage,18.97,6.8288
20251101,Atlanta South,Bamboo Cutting Board,Kitchen,3.02,4.1506
20251101,Atlanta South,Solar Phone Charger,Electronics,16.06,149.8225
20251101,Atlanta South,Compostable Packaging,Packaging,2.3,1.6598
20251102,Seattle Hub,Organic Cotton T-Shirt,Apparel,8.28,16.7298
20251102,Seattle Hub,Recycled Plastic Bottle,Beverage,8.35,2.6525
20251102,Seattle Hub,Bamboo Cutting Board,Kitchen,6.32,8.4974
20251102,Seattle Hub,Solar Phone Charger,Electronics,18.12,160.3973
20251102,Seattle Hub,Compostable Packaging,Packaging,7.67,5.3994
20251102,Portland DC,Organic Cotton T-Shirt,Apparel,5.74,14.926
20251102,Portland DC,Recycled Plastic Bottle,Beverage,7.68,2.0149
20251102,Portland DC,Bamboo Cutting Board,Kitchen,10.51,14.9996
20251102,Portland DC,Solar Phone Charger,Electronics,14.42,143.6848
20251102,Portland DC,Compostable Packaging,Packaging,2.14,1.6902
20251102,Chicago Center,Organic Cotton T-Shirt,Apparel,6.36,18.9794
20251102,Chicago Center,Recycled Plastic Bottle,Beverage,5.35,1.5586
20251102,Chicago Center,Bamboo Cutting Board,Kitchen,18.39,22.1864
20251102,Chicago Center,Solar Phone Charger,Electronics,9.56,88.421
20251102,Chicago Center,Compostable Packaging,Packaging,-11.92,10.5607
20251102,Atlanta South,Organic Cotton T-Shirt,Apparel,9.53,26.5523
20251102,Atlanta South,Recycled Plastic Bottle,Beverage,8.62,2.7974
20251102,Atlanta South,Bamboo Cutting Board,Kitchen,15.27,17.9571
20251102,Atlanta South,Solar Phone Charger,Electronics,18.4,175.794
20251102,Atlanta South,Compostable Packaging,Packaging,19.65,14.2066
20251103,Seattle Hub,Organic Cotton T-Shirt,Apparel,-0.85,2.0357
20251103,Seattle Hub,Recycled Plastic Bottle,Beverage,9.47,2.7331
20251103,Seattle Hub,Bamboo Cutting Board,Kitchen,14.66,16.2043
20251103,Seattle Hub,Solar Phone Charger,Electronics,13.97,140.7433
20251103,Seattle Hub,Compostable Packaging,Packaging,2.21,1.51
20251103,Portland DC,Organic Cotton T-Shirt,Apparel,14.07,30.7883
20251103,Portland DC,Recycled Plastic Bottle,Beverage,3.33,0.8958
20251103,Portland DC,Bamboo Cutting Board,Kitchen,11.0,11.0146
20251103,Portland DC,Solar Phone Charger,Electronics,8.73,62.8207
20251103,Portland DC,Compostable Packaging,Packaging,-9.18,7.3001
20251103,Chicago Center,Organic Cotton T-Shirt,Apparel,5.23,12.002
20251103,Chicago Center,Recycled Plastic Bottle,Beverage,7.01,1.7688
20251103,Chicago Center,Bamboo Cutting Board,Kitchen,8.61,10.3142
20251103,Chicago Center,Solar Phone Charger,Electronics,19.98,138.3787
20251103,Chicago Center,Compostable Packaging,Packaging,14.63,13.7418
20251103,Atlanta South,Organic Cotton T-Shirt,Apparel,-5.02,10.3447
20251103,Atlanta South,Recycled Plastic Bottle,Beverage,11.29,3.0725
20251103,Atlanta South,Bamboo Cutting Board,Kitchen,2.78,3.4997
20251103,Atlanta South,Solar Phone Charger,Electronics,9.01,66.2103
20251103,Atlanta South,Compostable Packaging,Packaging,9.04,7.2541
20251104,Seattle Hub,Organic Cotton T-Shirt,Apparel,18.47,52.7033
20251104,Seattle Hub,Recycled Plastic Bottle,Beverage,17.72,5.7902
20251104,Seattle Hub,Bamboo Cutting Board,Kitchen,18.85,23.9998
20251104,Seattle Hub,Solar Phone Charger,Electronics,19.43,142.8277
20251104,Seattle Hub,Compostable Packaging,Packaging,2.18,1.7321
20251104,Portland DC,Organic Cotton T-Shirt,Apparel,10.1,28.2142
20251104,Portland DC,Recycled Plastic Bottle,Beverage,5.08,1.5586
20251104,Portland DC,Bamboo Cutting Board,Kitchen,5.59,7.1827
20251104,Portland DC,Solar Phone Charger,Electronics,10.32,98.4855
20251104,Portland DC,Compostable Packaging,Packaging,4.92,4.0336
20251104,Chicago Center,Organic Cotton T-Shirt,Apparel,15.81,43.7838
20251104,Chicago Center,Recycled Plastic Bottle,Beverage,17.98,6.1565
20251104,Chicago Center,Bamboo Cutting Board,Kitchen,2.53,2.49
20251104,Chicago Center,Solar Phone Charger,Electronics,19.27,180.5522
20251104,Chicago Center,Compostable Packaging,Packaging,12.39,11.3329
20251104,Atlanta South,Organic Cotton T-Shirt,Apparel,10.39,22.5156
20251104,Atlanta South,Recycled Plastic Bottle,Beverage,7.55,2.4719
20251104,Atlanta South,Bamboo Cutting Board,Kitchen,10.22,14.0815
20251104,Atlanta South,Solar Phone Charger,Electronics,16.47,118.8828
20251104,Atlanta South,Compostable Packaging,Packaging,15.5,9.9527
20251105,Seattle Hub,Organic Cotton T-Shirt,Apparel,6.09,13.223
20251105,Seattle Hub,Recycled Plastic Bottle,Beverage,8.59,2.7104
20251105,Seattle Hub,Bamboo Cutting Board,Kitchen,10.83,14.4891
20251105,Seattle Hub,Solar Phone Charger,Electronics,18.4,181.303
20251105,Seattle Hub,Compostable Packaging,Packaging,13.8,12.9996
20251105,Portland DC,Organic Cotton T-Shirt,Apparel,14.49,36.4764
20251105,Portland DC,Recycled Plastic Bottle,Beverage,8.33,2.7713
20251105,Portland DC,Bamboo Cutting Board,Kitchen,1.22,1.7114
20251105,Portland DC,Solar Phone Charger,Electronics,19.57,198.2864
20251105,Portland DC,Compostable Packaging,Packaging,19.47,15.0732
20251105,Chicago Center,Organic Cotton T-Shirt,Apparel,17.53,47.7088
20251105,Chicago Center,Recycled Plastic Bottle,Beverage,16.63,5.7877
20251105,Chicago Center,Bamboo Cutting Board,Kitchen,8.38,10.6347
20251105,Chicago Center,Solar Phone Charger,Electronics,12.55,104.2063
20251105,Chicago Center,Compostable Packaging,Packaging,13.15,11.6789
20251105,Atlanta South,Organic Cotton T-Shirt,Apparel,10.98,26.2421
20251105,Atlanta South,Recycled Plastic Bottle,Beverage,10.65,3.2471
20251105,Atlanta South,Bamboo Cutting Board,Kitchen,6.59,7.4041
20251105,Atlanta South,Solar Phone Charger,Electronics,17.86,154.2349
20251105,Atlanta South,Compostable Packaging,Packaging,6.43,4.985
20251106,Seattle Hub,Organic Cotton T-Shirt,Apparel,16.91,38.2125
20251106,Seattle Hub,Recycled Plastic Bottle,Beverage,15.25,5.3827
20251106,Seattle Hub,Bamboo Cutting Board,Kitchen,0.6,0.6736
20251106,Seattle Hub,Solar Phone Charger,Electronics,11.84,109.2808
20251106,Seattle Hub,Compostable Packaging,Packaging,16.97,12.1306
20251106,Portland DC,Organic Cotton T-Shirt,Apparel,16.39,42.1676
20251106,Portland DC,Recycled Plastic Bottle,Beverage,14.88,3.7591
20251106,Portland DC,Bamboo Cutting Board,Kitchen,15.68,18.4721
20251106,Portland DC,Solar Phone Charger,Electronics,8.54,60.7505
20251106,Portland DC,Compostable Packaging,Packaging,4.69,3.1188
20251106,Chicago Center,Organic Cotton T-Shirt,Apparel,11.4,31.6786
20251106,Chicago Center,Recycled Plastic Bottle,Beverage,12.91,4.6422
20251106,Chicago Center,Bamboo Cutting Board,Kitchen,14.77,17.135
20251106,Chicago Center,Solar Phone Charger,Electronics,9.95,83.1444
20251106,Chicago Center,Compostable Packaging,Packaging,10.82,9.3293
20251106,Atlanta South,Organic Cotton T-Shirt,Apparel,3.56,9.1101
20251106,Atlanta South,Recycled Plastic Bottle,Beverage,17.12,4.3355
20251106,Atlanta South,Bamboo Cutting Board,Kitchen,10.69,10.8666
20251106,Atlanta South,Solar Phone Charger,Electronics,6.23,42.9566
20251106,Atlanta South,Compostable Packaging,Packaging,8.72,8.1949
20251107,Seattle Hub,Organic Cotton T-Shirt,Apparel,-4.07,11.1504
20251107,Seattle Hub,Recycled Plastic Bottle,Beverage,1.82,0.4466
20251107,Seattle Hub,Bamboo Cutting Board,Kitchen,9.32,10.4585
20251107,Seattle Hub,Solar Phone Charger,Electronics,16.76,121.536
20251107,Seattle Hub,Compostable Packaging,Packaging,15.35,13.1014
20251107,Portland DC,Organic Cotton T-Shirt,Apparel,2.24,5.8795
20251107,Portland DC,Recycled Plastic Bottle,Beverage,18.05,5.0663
20251107,Portland DC,Bamboo Cutting Board,Kitchen,9.14,9.9913
20251107,Portland DC,Solar Phone Charger,Electronics,0.98,8.7635
20251107,Portland DC,Compostable Packaging,Packaging,13.08,11.0664
20251107,Chicago Center,Organic Cotton T-Shirt,Apparel,11.07,30.5268
20251107,Chicago Center,Recycled Plastic Bottle,Beverage,-15.14,4.5468
20251107,Chicago Center,Bamboo Cutting Board,Kitchen,10.87,15.4565
20251107,Chicago Center,Solar Phone Charger,Electronics,16.68,161.0007
20251107,Chicago Center,Compostable Packaging,Packaging,10.9,8.0937
20251107,Atlanta South,Organic Cotton T-Shirt,Apparel,18.71,43.7806
20251107,Atlanta South,Recycled Plastic Bottle,Beverage,10.79,3.0842
20251107,Atlanta South,Bamboo Cutting Board,Kitchen,11.06,12.1325
20251107,Atlanta South,Solar Phone Charger,Electronics,3.51,35.2311
