date,warehouse_id,warehouse_name,product_id,product_name,units_sold,revenue
2025-10-20,1,Seattle Hub,2,Recycled Plastic Bottle,173,22650.89
2025-10-20,1,Seattle Hub,3,Bamboo Cutting Board,135,2683.8
2025-10-20,1,Seattle Hub,4,Solar Phone Charger,13,1147.12
2025-10-20,1,Seattle Hub,5,Compostable Packaging,130,9673.3
2025-10-20,2,Portland DC,1,Organic Cotton T-Shirt,97,3077.81
2025-10-20,2,Portland DC,2,Recycled Plastic Bottle,23,957.03
2025-10-20,2,Portland DC,3,Bamboo Cutting Board,132,2843.28
2025-10-20,2,Portland DC,4,Solar Phone Charger,26,1640.6
2025-10-20,2,Portland DC,5,Compostable Packaging,28,2482.76
2025-10-20,3,Chicago Center,1,Organic Cotton T-Shirt,185,2362.45
2025-10-20,3,Chicago Center,2,Recycled Plastic Bottle,48,5885.76
2025-10-20,3,Chicago Center,3,Bamboo Cutting Board,87,1509.45
2025-10-20,3,Chicago Center,4,Solar Phone Charger,73,1619.14
2025-10-20,3,Chicago Center,5,Compostable Packaging,116,10778.72
2025-10-20,4,Atlanta South,1,Organic Cotton T-Shirt,168,6336.96
2025-10-20,4,Atlanta South,2,Recycled Plastic Bottle,143,8601.45
2025-10-20,4,Atlanta South,3,Bamboo Cutting Board,123,5918.76
2025-10-20,4,Atlanta South,4,Solar Phone Charger,160,23768.0
2025-10-20,4,Atlanta South,5,Compostable Packaging,88,7695.6
2025-10-21,1,Seattle Hub,1,Organic Cotton T-Shirt,25,2335.0
2025-10-21,1,Seattle Hub,2,Recycled Plastic Bottle,199,3858.61
2025-10-21,1,Seattle Hub,3,Bamboo Cutting Board,63,6029.1
2025-10-21,1,Seattle Hub,4,Solar Phone Charger,77,7758.52
2025-10-21,1,Seattle Hub,5,Compostable Packaging,50,1989.0
2025-10-21,2,Portland DC,1,Organic Cotton T-Shirt,151,2397.88
2025-10-21,2,Portland DC,2,Recycled Plastic Bottle,10,642.4
2025-10-21,2,Portland DC,3,Bamboo Cutting Board,186,16944.6
2025-10-21,2,Portland DC,4,Solar Phone Charger,84,817.32
2025-10-21,2,Portland DC,5,Compostable Packaging,83,8923.33
2025-10-21,3,Chicago Center,1,Organic Cotton T-Shirt,189,24501.96
2025-10-21,3,Chicago Center,2,Recycled Plastic Bottle,28,2930.76
2025-10-21,3,Chicago Center,3,Bamboo Cutting Board,77,9181.48
2025-10-21,3,Chicago Center,4,Solar Phone Charger,170,15388.4
2025-10-21,3,Chicago Center,5,Compostable Packaging,60,3999.0
2025-10-21,4,Atlanta South,1,Organic Cotton T-Shirt,149,5602.4
2025-10-21,4,Atlanta South,2,Recycled Plastic Bottle,48,6562.56
2025-10-21,4,Atlanta South,3,Bamboo Cutting Board,46,706.1
2025-10-21,4,Atlanta South,4,Solar Phone Charger,52,6236.36
2025-10-21,4,Atlanta South,5,Compostable Packaging,162,18403.2
2025-10-22,1,Seattle Hub,1,Organic Cotton T-Shirt,155,21478.35
2025-10-22,1,Seattle Hub,2,Recycled Plastic Bottle,122,2809.66
2025-10-22,1,Seattle Hub,3,Bamboo Cutting Board,186,9130.74
2025-10-22,1,Seattle Hub,4,Solar Phone Charger,113,16010.97
2025-10-22,1,Seattle Hub,5,Compostable Packaging,138,11495.4
2025-10-22,2,Portland DC,1,Organic Cotton T-Shirt,122,2032.52
2025-10-22,2,Portland DC,2,Recycled Plastic Bottle,20,2679.4
2025-10-22,2,Portland DC,3,Bamboo Cutting Board,198,10244.52
2025-10-22,2,Portland DC,4,Solar Phone Charger,74,647.5
2025-10-22,2,Portland DC,5,Compostable Packaging,68,9824.64
2025-10-22,3,Chicago Center,1,Organic Cotton T-Shirt,157,14150.41
2025-10-22,3,Chicago Center,2,Recycled Plastic Bottle,15,2249.1
2025-10-22,3,Chicago Center,3,Bamboo Cutting Board,182,22588.02
2025-10-22,3,Chicago Center,4,Solar Phone Charger,157,1700.31
2025-10-22,3,Chicago Center,5,Compostable Packaging,54,3953.88
2025-10-22,4,Atlanta South,1,Organic Cotton T-Shirt,176,12165.12
2025-10-22,4,Atlanta South,2,Recycled Plastic Bottle,81,2536.92
2025-10-22,4,Atlanta South,3,Bamboo Cutting Board,159,10843.8
2025-10-22,4,Atlanta South,4,Solar Phone Charger,135,19643.85
2025-10-22,4,Atlanta South,5,Compostable Packaging,130,7208.5
2025-10-23,1,Seattle Hub,1,Organic Cotton T-Shirt,95,4897.25
2025-10-23,1,Seattle Hub,2,Recycled Plastic Bottle,36,4657.32
2025-10-23,1,Seattle Hub,3,Bamboo Cutting Board,94,6080.86
2025-10-23,1,Seattle Hub,4,Solar Phone Charger,136,6363.44
2025-10-23,1,Seattle Hub,5,Compostable Packaging,112,13772.64
2025-10-23,2,Portland DC,1,Organic Cotton T-Shirt,150,1548.0
2025-10-23,2,Portland DC,2,Recycled Plastic Bottle,32,1619.2
2025-10-23,2,Portland DC,3,Bamboo Cutting Board,92,2006.52
2025-10-23,2,Portland DC,4,Solar Phone Charger,113,14736.33
2025-10-23,2,Portland DC,5,Compostable Packaging,10,1003.6
2025-10-23,3,Chicago Center,1,Organic Cotton T-Shirt,148,10654.52
2025-10-23,3,Chicago Center,2,Recycled Plastic Bottle,23,740.6
2025-10-23,3,Chicago Center,3,Bamboo Cutting Board,102,9718.56
2025-10-23,3,Chicago Center,4,Solar Phone Charger,137,13108.16
2025-10-23,3,Chicago Center,5,Compostable Packaging,23,793.96
2025-10-23,4,Atlanta South,1,Organic Cotton T-Shirt,150,3600.0
2025-10-23,4,Atlanta South,2,Recycled Plastic Bottle,83,5687.99
2025-10-23,4,Atlanta South,3,Bamboo Cutting Board,188,14152.64
2025-10-23,4,Atlanta South,4,Solar Phone Charger,17,2483.87
2025-10-23,4,Atlanta South,5,Compostable Packaging,165,19948.5
2025-10-24,1,Seattle Hub,1,Organic Cotton T-Shirt,191,5340.36
2025-10-24,1,Seattle Hub,2,Recycled Plastic Bottle,151,1053.98
2025-10-24,1,Seattle Hub,3,Bamboo Cutting Board,114,2111.28
2025-10-24,1,Seattle Hub,4,Solar Phone Charger,39,2804.49
2025-10-24,1,Seattle Hub,5,Compostable Packaging,40,3956.8
2025-10-24,2,Portland DC,1,Organic Cotton T-Shirt,49,3785.74
2025-10-24,2,Portland DC,2,Recycled Plastic Bottle,193,9132.76
2025-10-24,2,Portland DC,3,Bamboo Cutting Board,190,8483.5
2025-10-24,2,Portland DC,4,Solar Phone Charger,133,19569.62
2025-10-24,2,Portland DC,5,Compostable Packaging,72,5128.56
2025-10-24,3,Chicago Center,1,Organic Cotton T-Shirt,47,2849.14
2025-10-24,3,Chicago Center,2,Recycled Plastic Bottle,163,12826.47
2025-10-24,3,Chicago Center,3,Bamboo Cutting Board,44,5732.32
2025-10-24,3,Chicago Center,4,Solar Phone Charger,80,9363.2
2025-10-24,3,Chicago Center,5,Compostable Packaging,116,6296.48
2025-10-24,4,Atlanta South,1,Organic Cotton T-Shirt,139,6079.86
2025-10-24,4,Atlanta South,2,Recycled Plastic Bottle,10,460.1
2025-10-24,4,Atlanta South,3,Bamboo Cutting Board,86,10872.98
2025-10-24,4,Atlanta South,4,Solar Phone Charger,158,23674.72
2025-10-24,4,Atlanta South,5,Compostable Packaging,135,17612.1
2025-10-25,1,Seattle Hub,1,Organic Cotton T-Shirt,124,10303.16
2025-10-25,1,Seattle Hub,2,Recycled Plastic Bottle,98,5213.6
2025-10-25,1,Seattle Hub,3,Bamboo Cutting Board,149,8895.3
2025-10-25,1,Seattle Hub,4,Solar Phone Charger,92,12060.28
2025-10-25,1,Seattle Hub,5,Compostable Packaging,188,7450.44
2025-10-25,2,Portland DC,1,Organic Cotton T-Shirt,108,4197.96
2025-10-25,2,Portland DC,2,Recycled Plastic Bottle,115,1302.95
2025-10-25,2,Portland DC,3,Bamboo Cutting Board,200,14716.0
2025-10-25,2,Portland DC,4,Solar Phone Charger,107,6524.86
2025-10-25,2,Portland DC,5,Compostable Packaging,179,21462.1
2025-10-25,3,Chicago Center,1,Organic Cotton T-Shirt,176,25910.72
2025-10-25,3,Chicago Center,2,Recycled Plastic Bottle,136,19706.4
2025-10-25,3,Chicago Center,3,Bamboo Cutting Board,42,3268.86
2025-10-25,3,Chicago Center,4,Solar Phone Charger,161,8555.54
2025-10-25,3,Chicago Center,5,Compostable Packaging,35,4611.6
2025-10-25,4,Atlanta South,1,Organic Cotton T-Shirt,122,2374.12
2025-10-25,4,Atlanta South,2,Recycled Plastic Bottle,126,910.98
2025-10-25,4,Atlanta South,3,Bamboo Cutting Board,46,2964.7
2025-10-25,4,Atlanta South,4,Solar Phone Charger,177,25778.28
2025-10-25,4,Atlanta South,5,Compostable Packaging,29,2119.32
2025-10-26,1,Seattle Hub,1,Organic Cotton T-Shirt,77,4164.93
2025-10-26,1,Seattle Hub,2,Recycled Plastic Bottle,187,11713.68
2025-10-26,1,Seattle Hub,3,Bamboo Cutting Board,30,3855.3
2025-10-26,1,Seattle Hub,4,Solar Phone Charger,182,23587.2
2025-10-26,1,Seattle Hub,5,Compostable Packaging,107,15338.45
2025-10-26,2,Portland DC,1,Organic Cotton T-Shirt,170,18565.7
2025-10-26,2,Portland DC,2,Recycled Plastic Bottle,134,17621.0
2025-10-26,2,Portland DC,3,Bamboo Cutting Board,19,1796.07
2025-10-26,2,Portland DC,4,Solar Phone Charger,70,6756.4
2025-10-26,2,Portland DC,5,Compostable Packaging,83,12419.29
2025-10-26,3,Chicago Center,1,Organic Cotton T-Shirt,33,2241.69
2025-10-26,3,Chicago Center,2,Recycled Plastic Bottle,35,4033.75
2025-10-26,3,Chicago Center,3,Bamboo Cutting Board,190,24988.8
2025-10-26,3,Chicago Center,4,Solar Phone Charger,123,3581.76
2025-10-26,3,Chicago Center,5,Compostable Packaging,86,11696.0
2025-10-26,4,Atlanta South,1,Organic Cotton T-Shirt,21,1092.63
2025-10-26,4,Atlanta South,2,Recycled Plastic Bottle,24,1140.96
2025-10-26,4,Atlanta South,3,Bamboo Cutting Board,105,7082.25
2025-10-26,4,Atlanta South,4,Solar Phone Charger,72,5905.44
2025-10-26,4,Atlanta South,5,Compostable Packaging,154,15994.44
2025-10-27,1,Seattle Hub,1,Organic Cotton T-Shirt,56,1660.4
2025-10-27,1,Seattle Hub,2,Recycled Plastic Bottle,30,2801.4
2025-10-27,1,Seattle Hub,3,Bamboo Cutting Board,107,10150.02
2025-10-27,1,Seattle Hub,4,Solar Phone Charger,71,5478.36
2025-10-27,1,Seattle Hub,5,Compostable Packaging,159,4094.25
2025-10-27,2,Portland DC,1,Organic Cotton T-Shirt,128,12480.0
2025-10-27,2,Portland DC,2,Recycled Plastic Bottle,127,5336.54
2025-10-27,2,Portland DC,3,Bamboo Cutting Board,12,1624.08
2025-10-27,2,Portland DC,4,Solar Phone Charger,129,17502.72
2025-10-27,2,Portland DC,5,Compostable Packaging,183,15419.58
2025-10-27,3,Chicago Center,1,Organic Cotton T-Shirt,28,1933.4
2025-10-27,3,Chicago Center,2,Recycled Plastic Bottle,98,14524.58
2025-10-27,3,Chicago Center,3,Bamboo Cutting Board,86,8397.9
2025-10-27,3,Chicago Center,4,Solar Phone Charger,118,12401.8
2025-10-27,3,Chicago Center,5,Compostable Packaging,126,16073.82
2025-10-27,4,Atlanta South,1,Organic Cotton T-Shirt,60,8994.6
2025-10-27,4,Atlanta South,2,Recycled Plastic Bottle,133,2721.18
2025-10-27,4,Atlanta South,3,Bamboo Cutting Board,107,9408.51
2025-10-27,4,Atlanta South,4,Solar Phone Charger,157,7520.3
2025-10-27,4,Atlanta South,5,Compostable Packaging,189,9036.09
2025-10-28,1,Seattle Hub,1,Organic Cotton T-Shirt,178,11105.42
2025-10-28,1,Seattle Hub,2,Recycled Plastic Bottle,12,1044.72
2025-10-28,1,Seattle Hub,3,Bamboo Cutting Board,185,21804.1
2025-10-28,1,Seattle Hub,4,Solar Phone Charger,22,3014.88
2025-10-28,1,Seattle Hub,5,Compostable Packaging,200,15406.0
2025-10-28,2,Portland DC,1,Organic Cotton T-Shirt,83,9750.84
2025-10-28,2,Portland DC,2,Recycled Plastic Bottle,68,6325.36
2025-10-28,2,Portland DC,3,Bamboo Cutting Board,100,3676.0
2025-10-28,2,Portland DC,4,Solar Phone Charger,58,5511.74
2025-10-28,2,Portland DC,5,Compostable Packaging,183,20964.48
2025-10-28,3,Chicago Center,1,Organic Cotton T-Shirt,178,18462.16
2025-10-28,3,Chicago Center,2,Recycled Plastic Bottle,45,4324.5
2025-10-28,3,Chicago Center,3,Bamboo Cutting Board,170,16782.4
2025-10-28,3,Chicago Center,4,Solar Phone Charger,89,10622.15
2025-10-28,3,Chicago Center,5,Compostable Packaging,18,1602.72
2025-10-28,4,Atlanta South,1,Organic Cotton T-Shirt,197,4737.85
2025-10-28,4,Atlanta South,2,Recycled Plastic Bottle,85,4451.45
2025-10-28,4,Atlanta South,3,Bamboo Cutting Board,116,3534.52
2025-10-28,4,Atlanta South,4,Solar Phone Charger,43,5118.72
2025-10-28,4,Atlanta South,5,Compostable Packaging,103,8442.91
2025-10-29,1,Seattle Hub,1,Organic Cotton T-Shirt,79,9908.18
2025-10-29,1,Seattle Hub,2,Recycled Plastic Bottle,75,10315.5
2025-10-29,1,Seattle Hub,3,Bamboo Cutting Board,133,19320.91
2025-10-29,1,Seattle Hub,4,Solar Phone Charger,85,9626.25
2025-10-29,1,Seattle Hub,5,Compostable Packaging,96,11674.56
2025-10-29,2,Portland DC,1,Organic Cotton T-Shirt,129,18655.98
2025-10-29,2,Portland DC,2,Recycled Plastic Bottle,46,5260.1
2025-10-29,2,Portland DC,3,Bamboo Cutting Board,67,8691.24
2025-10-29,2,Portland DC,4,Solar Phone Charger,195,20044.05
2025-10-29,2,Portland DC,5,Compostable Packaging,111,16122.75
2025-10-29,3,Chicago Center,1,Organic Cotton T-Shirt,152,8822.08
2025-10-29,3,Chicago Center,2,Recycled Plastic Bottle,111,779.22
2025-10-29,3,Chicago Center,3,Bamboo Cutting Board,147,3369.24
2025-10-29,3,Chicago Center,4,Solar Phone Charger,104,10666.24
2025-10-29,3,Chicago Center,5,Compostable Packaging,182,7827.82
2025-10-29,4,Atlanta South,1,Organic Cotton T-Shirt,107,13294.75
2025-10-29,4,Atlanta South,2,Recycled Plastic Bottle,105,2174.55
2025-10-29,4,Atlanta South,3,Bamboo Cutting Board,69,5061.84
2025-10-29,4,Atlanta South,4,Solar Phone Charger,168,22379.28
2025-10-29,4,Atlanta South,5,Compostable Packaging,153,8041.68
2025-10-30,1,Seattle Hub,1,Organic Cotton T-Shirt,166,6158.6
2025-10-30,1,Seattle Hub,2,Recycled Plastic Bottle,26,2525.38
2025-10-30,1,Seattle Hub,3,Bamboo Cutting Board,128,17518.08
2025-10-30,1,Seattle Hub,4,Solar Phone Charger,87,8625.18
2025-10-30,1,Seattle Hub,5,Compostable Packaging,39,985.53
2025-10-30,2,Portland DC,1,Organic Cotton T-Shirt,19,933.47
2025-10-30,2,Portland DC,2,Recycled Plastic Bottle,136,2970.24
2025-10-30,2,Portland DC,3,Bamboo Cutting Board,70,9355.5
2025-10-30,2,Portland DC,4,Solar Phone Charger,44,2699.4
2025-10-30,2,Portland DC,5,Compostable Packaging,104,10630.88
2025-10-30,3,Chicago Center,1,Organic Cotton T-Shirt,200,21198.0
2025-10-30,3,Chicago Center,2,Recycled Plastic Bottle,148,9733.96
2025-10-30,3,Chicago Center,3,Bamboo Cutting Board,200,22072.0
2025-10-30,3,Chicago Center,4,Solar Phone Charger,116,11595.36
2025-10-30,3,Chicago Center,5,Compostable Packaging,135,12726.45
2025-10-30,4,Atlanta South,1,Organic Cotton T-Shirt,81,788.94
2025-10-30,4,Atlanta South,2,Recycled Plastic Bottle,104,3796.0
2025-10-30,4,Atlanta South,3,Bamboo Cutting Board,123,17568.09
2025-10-30,4,Atlanta South,4,Solar Phone Charger,102,1979.82
2025-10-30,4,Atlanta South,5,Compostable Packaging,185,10778.1
2025-10-31,1,Seattle Hub,1,Organic Cotton T-Shirt,175,9976.75
2025-10-31,1,Seattle Hub,2,Recycled Plastic Bottle,111,4995.0
2025-10-31,1,Seattle Hub,3,Bamboo Cutting Board,41,5847.01
2025-10-31,1,Seattle Hub,4,Solar Phone Charger,126,2304.54
2025-10-31,1,Seattle Hub,5,Compostable Packaging,64,6275.2
2025-10-31,2,Portland DC,1,Organic Cotton T-Shirt,162,23621.22
2025-10-31,2,Portland DC,2,Recycled Plastic Bottle,22,2619.98
2025-10-31,2,Portland DC,3,Bamboo Cutting Board,72,10683.36
2025-10-31,2,Portland DC,4,Solar Phone Charger,154,5351.5
2025-10-31,2,Portland DC,5,Compostable Packaging,151,5291.04
2025-10-31,3,Chicago Center,1,Organic Cotton T-Shirt,65,7987.85
2025-10-31,3,Chicago Center,2,Recycled Plastic Bottle,69,3632.16
2025-10-31,3,Chicago Center,3,Bamboo Cutting Board,47,5609.45
2025-10-31,3,Chicago Center,4,Solar Phone Charger,162,876.42
2025-10-31,3,Chicago Center,5,Compostable Packaging,47,6964.93
2025-10-31,4,Atlanta South,1,Organic Cotton T-Shirt,148,6118.32
2025-10-31,4,Atlanta South,2,Recycled Plastic Bottle,54,1130.76
2025-10-31,4,Atlanta South,3,Bamboo Cutting Board,16,385.76
2025-10-31,4,Atlanta South,4,Solar Phone Charger,101,12074.55
2025-10-31,4,Atlanta South,5,Compostable Packaging,70,6326.6
2025-11-01,1,Seattle Hub,1,Organic Cotton T-Shirt,14,423.78
2025-11-01,1,Seattle Hub,2,Recycled Plastic Bottle,23,537.74
2025-11-01,1,Seattle Hub,3,Bamboo Cutting Board,117,9509.76
2025-11-01,1,Seattle Hub,4,Solar Phone Charger,200,2844.0
2025-11-01,1,Seattle Hub,5,Compostable Packaging,124,14608.44
2025-11-01,2,Portland DC,1,Organic Cotton T-Shirt,141,12842.28
2025-11-01,2,Portland DC,2,Recycled Plastic Bottle,125,9757.5
2025-11-01,2,Portland DC,3,Bamboo Cutting Board,167,1885.43
2025-11-01,2,Portland DC,4,Solar Phone Charger,178,14348.58
2025-11-01,2,Portland DC,5,Compostable Packaging,127,12481.56
2025-11-01,3,Chicago Center,1,Organic Cotton T-Shirt,17,234.94
2025-11-01,3,Chicago Center,2,Recycled Plastic Bottle,132,16877.52
2025-11-01,3,Chicago Center,3,Bamboo Cutting Board,119,12433.12
2025-11-01,3,Chicago Center,4,Solar Phone Charger,135,14620.5
2025-11-01,3,Chicago Center,5,Compostable Packaging,123,1926.18
2025-11-01,4,Atlanta South,1,Organic Cotton T-Shirt,30,1551.3
2025-11-01,4,Atlanta South,2,Recycled Plastic Bottle,47,682.44
2025-11-01,4,Atlanta South,3,Bamboo Cutting Board,80,7642.4
2025-11-01,4,Atlanta South,4,Solar Phone Charger,159,13437.09
2025-11-01,4,Atlanta South,5,Compostable Packaging,93,5601.39
2025-11-02,1,Seattle Hub,1,Organic Cotton T-Shirt,162,13272.66
2025-11-02,1,Seattle Hub,2,Recycled Plastic Bottle,126,9865.8
2025-11-02,1,Seattle Hub,3,Bamboo Cutting Board,120,2325.6
2025-11-02,1,Seattle Hub,4,Solar Phone Charger,189,4080.51
2025-11-02,1,Seattle Hub,5,Compostable Packaging,177,17590.26
2025-11-02,2,Portland DC,1,Organic Cotton T-Shirt,151,16537.52
2025-11-02,2,Portland DC,2,Recycled Plastic Bottle,65,4378.4
2025-11-02,2,Portland DC,3,Bamboo Cutting Board,68,4420.0
2025-11-02,2,Portland DC,4,Solar Phone Charger,126,7915.32
2025-11-02,2,Portland DC,5,Compostable Packaging,196,3682.84
2025-11-02,3,Chicago Center,1,Organic Cotton T-Shirt,119,5988.08
2025-11-02,3,Chicago Center,2,Recycled Plastic Bottle,75,4445.25
2025-11-02,3,Chicago Center,3,Bamboo Cutting Board,49,5124.91
2025-11-02,3,Chicago Center,4,Solar Phone Charger,131,1929.63
2025-11-02,3,Chicago Center,5,Compostable Packaging,31,574.12
2025-11-02,4,Atlanta South,1,Organic Cotton T-Shirt,34,3840.98
2025-11-02,4,Atlanta South,2,Recycled Plastic Bottle,105,12884.55
2025-11-02,4,Atlanta South,3,Bamboo Cutting Board,152,2082.4
2025-11-02,4,Atlanta South,4,Solar Phone Charger,153,13225.32
2025-11-02,4,Atlanta South,5,Compostable Packaging,181,4112.32
2025-11-03,1,Seattle Hub,1,Organic Cotton T-Shirt,100,13167.0
2025-11-03,1,Seattle Hub,2,Recycled Plastic Bottle,118,15442.66
2025-11-03,1,Seattle Hub,3,Bamboo Cutting Board,194,2417.24
2025-11-03,1,Seattle Hub,4,Solar Phone Charger,83,7640.98
2025-11-03,1,Seattle Hub,5,Compostable Packaging,100,2002.0
2025-11-03,2,Portland DC,1,Organic Cotton T-Shirt,139,4983.15
2025-11-03,2,Portland DC,2,Recycled Plastic Bottle,178,13335.76
2025-11-03,2,Portland DC,3,Bamboo Cutting Board,37,2063.49
2025-11-03,2,Portland DC,4,Solar Phone Charger,152,8861.6
2025-11-03,2,Portland DC,5,Compostable Packaging,81,7147.44
2025-11-03,3,Chicago Center,1,Organic Cotton T-Shirt,119,15178.45
2025-11-03,3,Chicago Center,2,Recycled Plastic Bottle,169,15880.93
2025-11-03,3,Chicago Center,3,Bamboo Cutting Board,174,14917.02
2025-11-03,3,Chicago Center,4,Solar Phone Charger,165,23053.8
2025-11-03,3,Chicago Center,5,Compostable Packaging,187,8186.86
2025-11-03,4,Atlanta South,1,Organic Cotton T-Shirt,56,2498.72
2025-11-03,4,Atlanta South,2,Recycled Plastic Bottle,89,12337.18
2025-11-03,4,Atlanta South,3,Bamboo Cutting Board,99,583.11
2025-11-03,4,Atlanta South,4,Solar Phone Charger,46,4007.52
2025-11-03,4,Atlanta South,5,Compostable Packaging,112,1690.08
2025-11-04,1,Seattle Hub,1,Organic Cotton T-Shirt,199,19265.19
2025-11-04,1,Seattle Hub,2,Recycled Plastic Bottle,17,311.1
2025-11-04,1,Seattle Hub,3,Bamboo Cutting Board,145,5247.55
2025-11-04,1,Seattle Hub,4,Solar Phone Charger,117,8281.26
2025-11-04,1,Seattle Hub,5,Compostable Packaging,50,2933.0
2025-11-04,2,Portland DC,1,Organic Cotton T-Shirt,194,10095.76
2025-11-04,2,Portland DC,2,Recycled Plastic Bottle,155,14174.75
2025-11-04,2,Portland DC,3,Bamboo Cutting Board,23,633.88
2025-11-04,2,Portland DC,4,Solar Phone Charger,168,2052.96
2025-11-04,2,Portland DC,5,Compostable Packaging,30,1333.5
2025-11-04,3,Chicago Center,1,Organic Cotton T-Shirt,179,11899.92
2025-11-04,3,Chicago Center,2,Recycled Plastic Bottle,165,11401.5
2025-11-04,3,Chicago Center,3,Bamboo Cutting Board,79,2864.54
2025-11-04,3,Chicago Center,4,Solar Phone Charger,141,3031.5
2025-11-04,3,Chicago Center,5,Compostable Packaging,120,2529.6
2025-11-04,4,Atlanta South,1,Organic Cotton T-Shirt,183,18918.54
2025-11-04,4,Atlanta South,2,Recycled Plastic Bottle,134,10908.94
2025-11-04,4,Atlanta South,3,Bamboo Cutting Board,88,1019.92
2025-11-04,4,Atlanta South,4,Solar Phone Charger,111,16399.14
2025-11-04,4,Atlanta South,5,Compostable Packaging,24,146.64
2025-11-05,1,Seattle Hub,1,Organic Cotton T-Shirt,87,12360.09
2025-11-05,1,Seattle Hub,2,Recycled Plastic Bottle,45,5211.0
2025-11-05,1,Seattle Hub,3,Bamboo Cutting Board,84,4416.72
2025-11-05,1,Seattle Hub,4,Solar Phone Charger,11,848.32
2025-11-05,1,Seattle Hub,5,Compostable Packaging,120,3657.6
2025-11-05,2,Portland DC,1,Organic Cotton T-Shirt,107,8797.54
2025-11-05,2,Portland DC,2,Recycled Plastic Bottle,68,5272.72
2025-11-05,2,Portland DC,3,Bamboo Cutting Board,181,22063.9
2025-11-05,2,Portland DC,4,Solar Phone Charger,28,1752.24
2025-11-05,2,Portland DC,5,Compostable Packaging,199,2214.87
2025-11-05,3,Chicago Center,1,Organic Cotton T-Shirt,14,1003.24
2025-11-05,3,Chicago Center,2,Recycled Plastic Bottle,29,3770.29
2025-11-05,3,Chicago Center,3,Bamboo Cutting Board,157,10558.25
2025-11-05,3,Chicago Center,4,Solar Phone Charger,113,12190.44
2025-11-05,3,Chicago Center,5,Compostable Packaging,116,5449.68
2025-11-05,4,Atlanta South,1,Organic Cotton T-Shirt,113,906.26
2025-11-05,4,Atlanta South,2,Recycled Plastic Bottle,93,2782.56
2025-11-05,4,Atlanta South,3,Bamboo Cutting Board,168,12047.28
2025-11-05,4,Atlanta South,4,Solar Phone Charger,186,25736.82
2025-11-05,4,Atlanta South,5,Compostable Packaging,32,2186.24
2025-11-06,1,Seattle Hub,1,Organic Cotton T-Shirt,37,1490.36
2025-11-06,1,Seattle Hub,2,Recycled Plastic Bottle,160,10091.2
2025-11-06,1,Seattle Hub,3,Bamboo Cutting Board,30,1871.7
2025-11-06,1,Seattle Hub,4,Solar Phone Charger,89,10069.46
2025-11-06,1,Seattle Hub,5,Compostable Packaging,66,3517.14
2025-11-06,2,Portland DC,1,Organic Cotton T-Shirt,53,852.24
2025-11-06,2,Portland DC,2,Recycled Plastic Bottle,172,3703.16
2025-11-06,2,Portland DC,3,Bamboo Cutting Board,140,4636.8
2025-11-06,2,Portland DC,4,Solar Phone Charger,99,5535.09
2025-11-06,2,Portland DC,5,Compostable Packaging,175,21556.5
2025-11-06,3,Chicago Center,1,Organic Cotton T-Shirt,70,1393.7
2025-11-06,3,Chicago Center,2,Recycled Plastic Bottle,75,2520.0
2025-11-06,3,Chicago Center,3,Bamboo Cutting Board,164,4455.88
2025-11-06,3,Chicago Center,4,Solar Phone Charger,177,2819.61
2025-11-06,3,Chicago Center,5,Compostable Packaging,170,13030.5
2025-11-06,4,Atlanta South,1,Organic Cotton T-Shirt,154,17737.72
2025-11-06,4,Atlanta South,2,Recycled Plastic Bottle,124,12866.24
2025-11-06,4,Atlanta South,3,Bamboo Cutting Board,154,15127.42
2025-11-06,4,Atlanta South,4,Solar Phone Charger,169,8766.03
2025-11-06,4,Atlanta South,5,Compostable Packaging,170,8642.8
2025-11-07,1,Seattle Hub,1,Organic Cotton T-Shirt,122,1817.8
2025-11-07,1,Seattle Hub,2,Recycled Plastic Bottle,123,11875.65
2025-11-07,1,Seattle Hub,3,Bamboo Cutting Board,80,7260.8
2025-11-07,1,Seattle Hub,4,Solar Phone Charger,100,7856.0
2025-11-07,1,Seattle Hub,5,Compostable Packaging,89,6403.55
2025-11-07,2,Portland DC,1,Organic Cotton T-Shirt,19,251.75
2025-11-07,2,Portland DC,2,Recycled Plastic Bottle,83,1338.79
2025-11-07,2,Portland DC,3,Bamboo Cutting Board,33,3107.94
2025-11-07,2,Portland DC,4,Solar Phone Charger,139,8444.25
2025-11-07,2,Portland DC,5,Compostable Packaging,158,13490.04
2025-11-07,3,Chicago Center,1,Organic Cotton T-Shirt,199,26845.1
2025-11-07,3,Chicago Center,2,Recycled Plastic Bottle,125,17101.25
2025-11-07,3,Chicago Center,3,Bamboo Cutting Board,156,15525.12
2025-11-07,3,Chicago Center,4,Solar Phone Charger,92,8531.16
2025-11-07,3,Chicago Center,5,Compostable Packaging,138,3708.06
2025-11-07,4,Atlanta South,1,Organic Cotton T-Shirt,25,1758.25
2025-11-07,4,Atlanta South,2,Recycled Plastic Bottle,97,14302.65
2025-11-07,4,Atlanta South,3,Bamboo Cutting Board,31,2422.96
2025-11-07,4,Atlanta South,4,Solar Phone Charger,54,576.72
2025-11-07,4,Atlanta South,5,Compostable Packaging,191,13077.77
2025-11-08,1,Seattle Hub,1,Organic Cotton T-Shirt,122,9880.78
2025-11-08,1,Seattle Hub,2,Recycled Plastic Bottle,166,4651.32
2025-11-08,1,Seattle Hub,3,Bamboo Cutting Board,105,14500.5
